"variable" "activity" "subject" "avg_mean" "avg_std"
"fBodyAccJerk-Z" "WALKING_UPSTAIRS" 24 -0.35689141 -0.47527299
"fBodyAccJerk-Z" "WALKING_UPSTAIRS" 25 -0.71690382 -0.81555371
"fBodyAccJerk-Z" "WALKING_UPSTAIRS" 26 -0.65640723 -0.70549761
"fBodyAccJerk-Z" "WALKING_UPSTAIRS" 27 -0.6449004 -0.63621313
"fBodyAccJerk-Z" "WALKING_UPSTAIRS" 28 -0.56208296 -0.65424137
"fBodyAccJerk-Z" "WALKING_UPSTAIRS" 29 -0.68413314 -0.7446947
"fBodyAccJerk-Z" "WALKING_UPSTAIRS" 30 -0.68493786 -0.73858502
"fBodyGyro-X" "LAYING" 1 -0.77502222 -0.86551679
"fBodyGyro-X" "LAYING" 2 -0.99323132 -0.99547077
"fBodyGyro-X" "LAYING" 3 -0.9702271 -0.97402619
"fBodyGyro-X" "LAYING" 4 -0.99198504 -0.9918559
"fBodyGyro-X" "LAYING" 5 -0.99047208 -0.99500551
"fBodyGyro-X" "LAYING" 6 -0.97936842 -0.98419295
"fBodyGyro-X" "LAYING" 7 -0.91474274 -0.92002466
"fBodyGyro-X" "LAYING" 8 -0.95840076 -0.96357976
"fBodyGyro-X" "LAYING" 9 -0.94364525 -0.95417466
"fBodyGyro-X" "LAYING" 10 -0.99762846 -0.99850334
"fBodyGyro-X" "LAYING" 11 -0.98856371 -0.9930106
"fBodyGyro-X" "LAYING" 12 -0.97750174 -0.97985723
"fBodyGyro-X" "LAYING" 13 -0.9828697 -0.98134138
"fBodyGyro-X" "LAYING" 14 -0.79059122 -0.86665015
"fBodyGyro-X" "LAYING" 15 -0.96485442 -0.96384526
"fBodyGyro-X" "LAYING" 16 -0.95216256 -0.96356924
"fBodyGyro-X" "LAYING" 17 -0.99571478 -0.99479744
"fBodyGyro-X" "LAYING" 18 -0.99487264 -0.99573833
"fBodyGyro-X" "LAYING" 19 -0.97896907 -0.99233546
"fBodyGyro-X" "LAYING" 20 -0.99601677 -0.9970967
"fBodyGyro-X" "LAYING" 21 -0.97683757 -0.97629592
"fBodyGyro-X" "LAYING" 22 -0.99832688 -0.99880132
"fBodyGyro-X" "LAYING" 23 -0.97160316 -0.9740084
"fBodyGyro-X" "LAYING" 24 -0.9886743 -0.99252094
"fBodyGyro-X" "LAYING" 25 -0.98151616 -0.98608066
"fBodyGyro-X" "LAYING" 26 -0.98416102 -0.98749396
"fBodyGyro-X" "LAYING" 27 -0.99369793 -0.99568784
"fBodyGyro-X" "LAYING" 28 -0.98860384 -0.98378127
"fBodyGyro-X" "LAYING" 29 -0.99765296 -0.99867301
"fBodyGyro-X" "LAYING" 30 -0.94716652 -0.96445426
"fBodyGyro-X" "SITTING" 1 -0.9986969 -0.99937084
"fBodyGyro-X" "SITTING" 2 -0.98527667 -0.98693356
"fBodyGyro-X" "SITTING" 3 -0.98620721 -0.99020641
"fBodyGyro-X" "SITTING" 4 -0.96210662 -0.97473053
"fBodyGyro-X" "SITTING" 5 -0.98160705 -0.98898747
"fBodyGyro-X" "SITTING" 6 -0.92079172 -0.96539132
"fBodyGyro-X" "SITTING" 7 -0.99340844 -0.99106552
"fBodyGyro-X" "SITTING" 8 -0.97924439 -0.98845314
"fBodyGyro-X" "SITTING" 9 -0.91468283 -0.92034445
"fBodyGyro-X" "SITTING" 10 -0.99601728 -0.99637785
"fBodyGyro-X" "SITTING" 11 -0.97777811 -0.98763218
"fBodyGyro-X" "SITTING" 12 -0.98301691 -0.98845139
"fBodyGyro-X" "SITTING" 13 -0.98846452 -0.99111381
"fBodyGyro-X" "SITTING" 14 -0.99523739 -0.99628709
"fBodyGyro-X" "SITTING" 15 -0.99047445 -0.99419499
"fBodyGyro-X" "SITTING" 16 -0.99474519 -0.99660574
"fBodyGyro-X" "SITTING" 17 -0.98490826 -0.98567065
"fBodyGyro-X" "SITTING" 18 -0.99668302 -0.9975598
"fBodyGyro-X" "SITTING" 19 -0.99823832 -0.99876245
"fBodyGyro-X" "SITTING" 20 -0.98874851 -0.98808844
"fBodyGyro-X" "SITTING" 21 -0.99491744 -0.99633963
"fBodyGyro-X" "SITTING" 22 -0.99252252 -0.99373615
"fBodyGyro-X" "SITTING" 23 -0.9775048 -0.97759449
"fBodyGyro-X" "SITTING" 24 -0.99265836 -0.99555284
"fBodyGyro-X" "SITTING" 25 -0.9310515 -0.92687021
"fBodyGyro-X" "SITTING" 26 -0.98642068 -0.98231286
"fBodyGyro-X" "SITTING" 27 -0.99745437 -0.99887438
"fBodyGyro-X" "SITTING" 28 -0.90467828 -0.95502633
"fBodyGyro-X" "SITTING" 29 -0.98804551 -0.99103168
"fBodyGyro-X" "SITTING" 30 -0.99580594 -0.99689681
"fBodyGyro-X" "STANDING" 1 -0.98934407 -0.98995762
"fBodyGyro-X" "STANDING" 2 -0.94257946 -0.96219253
"fBodyGyro-X" "STANDING" 3 -0.94453446 -0.93719642
"fBodyGyro-X" "STANDING" 4 -0.87463625 -0.93825484
"fBodyGyro-X" "STANDING" 5 -0.64920226 -0.71349839
"fBodyGyro-X" "STANDING" 6 -0.74683844 -0.84193028
"fBodyGyro-X" "STANDING" 7 -0.91373126 -0.91511832
"fBodyGyro-X" "STANDING" 8 -0.98383922 -0.99182514
"fBodyGyro-X" "STANDING" 9 -0.9568524 -0.96304776
"fBodyGyro-X" "STANDING" 10 -0.91082218 -0.92705988
"fBodyGyro-X" "STANDING" 11 -0.96336731 -0.97237055
"fBodyGyro-X" "STANDING" 12 -0.81589612 -0.82804909
"fBodyGyro-X" "STANDING" 13 -0.95980914 -0.96840015
"fBodyGyro-X" "STANDING" 14 -0.99218653 -0.9932777
"fBodyGyro-X" "STANDING" 15 -0.96865498 -0.97140082
"fBodyGyro-X" "STANDING" 16 -0.99435528 -0.99648181
"fBodyGyro-X" "STANDING" 17 -0.99308483 -0.9937692
"fBodyGyro-X" "STANDING" 18 -0.95261471 -0.95781749
"fBodyGyro-X" "STANDING" 19 -0.98167642 -0.97776511
"fBodyGyro-X" "STANDING" 20 -0.84296572 -0.87953318
"fBodyGyro-X" "STANDING" 21 -0.8345751 -0.81428433
"fBodyGyro-X" "STANDING" 22 -0.89658594 -0.91508245
"fBodyGyro-X" "STANDING" 23 -0.86494343 -0.75114884
"fBodyGyro-X" "STANDING" 24 -0.98232465 -0.97851102
"fBodyGyro-X" "STANDING" 25 -0.97388655 -0.9715405
"fBodyGyro-X" "STANDING" 26 -0.96191425 -0.96784494
"fBodyGyro-X" "STANDING" 27 -0.9829181 -0.97384467
"fBodyGyro-X" "STANDING" 28 -0.82660565 -0.84397297
"fBodyGyro-X" "STANDING" 29 -0.92685756 -0.92999836
"fBodyGyro-X" "STANDING" 30 -0.78658761 -0.77562193
"fBodyGyro-X" "WALKING" 1 -0.46024147 -0.54822926
"fBodyGyro-X" "WALKING" 2 -0.49583189 -0.63701981
"fBodyGyro-X" "WALKING" 3 -0.36520852 -0.62560711
"fBodyGyro-X" "WALKING" 4 -0.30115635 -0.50249193
"fBodyGyro-X" "WALKING" 5 -0.37637492 -0.54175868
"fBodyGyro-X" "WALKING" 6 -0.50258952 -0.65493014
"fBodyGyro-X" "WALKING" 7 -0.43999011 -0.71332868
"fBodyGyro-X" "WALKING" 8 0.21979042 -0.20081439
"fBodyGyro-X" "WALKING" 9 -0.41863605 -0.46484275
"fBodyGyro-X" "WALKING" 10 -0.1597553 -0.30936404
"fBodyGyro-X" "WALKING" 11 -0.51029587 -0.64401126
"fBodyGyro-X" "WALKING" 12 -0.40603886 -0.62331331
"fBodyGyro-X" "WALKING" 13 -0.16047299 -0.38888695
"fBodyGyro-X" "WALKING" 14 -0.51094653 -0.6628499
"fBodyGyro-X" "WALKING" 15 -0.35544897 -0.38536624
"fBodyGyro-X" "WALKING" 16 -0.62827642 -0.69608424
"fBodyGyro-X" "WALKING" 17 -0.48084253 -0.63424394
"fBodyGyro-X" "WALKING" 18 -0.53236979 -0.69059664
"fBodyGyro-X" "WALKING" 19 1 0.20395136
"fBodyGyro-X" "WALKING" 20 -0.12366514 -0.41256912
"fBodyGyro-X" "WALKING" 21 -0.15511955 -0.40847246
"fBodyGyro-X" "WALKING" 22 -0.22447228 -0.40929395
"fBodyGyro-X" "WALKING" 23 -0.35557116 -0.57429049
"fBodyGyro-X" "WALKING" 24 -0.49135065 -0.65630417
"fBodyGyro-X" "WALKING" 25 -0.41996879 -0.46540481
"fBodyGyro-X" "WALKING" 26 -0.40278356 -0.50075163
"fBodyGyro-X" "WALKING" 27 -0.53042037 -0.68066987
"fBodyGyro-X" "WALKING" 28 -0.47587519 -0.6398932
"fBodyGyro-X" "WALKING" 29 -0.39669835 -0.67442834
"fBodyGyro-X" "WALKING" 30 -0.4883024 -0.44078233
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 1 -0.44345892 -0.63976335
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 2 -0.49206157 -0.72902145
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 3 -0.0085744995 0.0093128325
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 4 -0.07625555 -0.43520966
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 5 -0.31896828 -0.45917797
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 6 0.56547374 -0.090776515
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 7 -0.54767673 -0.72160192
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 8 -0.024254511 -0.18027128
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 9 -0.39555745 -0.36130136
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 10 -0.27382036 -0.3051269
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 11 -0.47538051 -0.68738892
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 12 -0.33041707 -0.57570936
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 13 -0.15828185 -0.19473715
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 14 -0.089604875 -0.079890734
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 15 -0.21365477 -0.3897858
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 16 -0.30235329 -0.35474335
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 17 -0.15842142 -0.21837797
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 18 -0.43783047 -0.55362649
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 19 0.28086008 0.0039953738
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 20 -0.26017836 -0.4468695
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 21 -0.45739793 -0.68183337
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 22 -0.17028134 -0.48940621
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 23 -0.19422139 -0.57158067
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 24 -0.17789306 -0.3652714
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 25 -0.30115697 -0.44210457
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 26 -0.26903377 -0.49767153
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 27 -0.23696423 -0.14543647
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 28 -0.11063225 -0.40457357
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 29 0.0020779813 -0.31334074
"fBodyGyro-X" "WALKING_DOWNSTAIRS" 30 -0.51032283 -0.51448207
"fBodyGyro-X" "WALKING_UPSTAIRS" 1 -0.49514635 -0.70532017
"fBodyGyro-X" "WALKING_UPSTAIRS" 2 -0.45060809 -0.73407511
"fBodyGyro-X" "WALKING_UPSTAIRS" 3 -0.55441913 -0.63072533
"fBodyGyro-X" "WALKING_UPSTAIRS" 4 -0.36059909 -0.59856905
"fBodyGyro-X" "WALKING_UPSTAIRS" 5 -0.33651278 -0.59900975
"fBodyGyro-X" "WALKING_UPSTAIRS" 6 -0.093327247 -0.48822635
"fBodyGyro-X" "WALKING_UPSTAIRS" 7 -0.50871223 -0.44317838
"fBodyGyro-X" "WALKING_UPSTAIRS" 8 -0.06836792 -0.35917434
"fBodyGyro-X" "WALKING_UPSTAIRS" 9 -0.062426945 -0.32399547
"fBodyGyro-X" "WALKING_UPSTAIRS" 10 -0.23943854 -0.43454859
"fBodyGyro-X" "WALKING_UPSTAIRS" 11 -0.35362413 -0.22099419
"fBodyGyro-X" "WALKING_UPSTAIRS" 12 -0.30417476 -0.58502493
"fBodyGyro-X" "WALKING_UPSTAIRS" 13 -0.49930121 -0.56676594
"fBodyGyro-X" "WALKING_UPSTAIRS" 14 -0.47384433 -0.54687136
"fBodyGyro-X" "WALKING_UPSTAIRS" 15 -0.27585529 -0.35744905
"fBodyGyro-X" "WALKING_UPSTAIRS" 16 -0.6472948 -0.63469126
"fBodyGyro-X" "WALKING_UPSTAIRS" 17 -0.52402621 -0.66961419
"fBodyGyro-X" "WALKING_UPSTAIRS" 18 -0.69504521 -0.73198603
"fBodyGyro-X" "WALKING_UPSTAIRS" 19 -0.47762125 -0.67721589
"fBodyGyro-X" "WALKING_UPSTAIRS" 20 -0.45587961 -0.62022047
"fBodyGyro-X" "WALKING_UPSTAIRS" 21 -0.47845096 -0.72166701
"fBodyGyro-X" "WALKING_UPSTAIRS" 22 -0.26704272 -0.32827177
"fBodyGyro-X" "WALKING_UPSTAIRS" 23 -0.41606804 -0.52841137
"fBodyGyro-X" "WALKING_UPSTAIRS" 24 -0.56890441 -0.63313527
"fBodyGyro-X" "WALKING_UPSTAIRS" 25 -0.58470315 -0.69463655
"fBodyGyro-X" "WALKING_UPSTAIRS" 26 -0.35811597 -0.46634786
"fBodyGyro-X" "WALKING_UPSTAIRS" 27 -0.47027404 -0.55816668
"fBodyGyro-X" "WALKING_UPSTAIRS" 28 -0.32816776 -0.5751254
"fBodyGyro-X" "WALKING_UPSTAIRS" 29 -0.45067235 -0.55810649
"fBodyGyro-X" "WALKING_UPSTAIRS" 30 -0.34721968 -0.48477702
"fBodyGyro-Y" "LAYING" 1 -0.97669198 -0.96678571
"fBodyGyro-Y" "LAYING" 2 -0.97738939 -0.96801689
"fBodyGyro-Y" "LAYING" 3 -0.98689428 -0.98259583
"fBodyGyro-Y" "LAYING" 4 -0.98779678 -0.97032091
"fBodyGyro-Y" "LAYING" 5 -0.99258997 -0.99513267
"fBodyGyro-Y" "LAYING" 6 -0.98223793 -0.98545552
"fBodyGyro-Y" "LAYING" 7 -0.94368062 -0.92278933
"fBodyGyro-Y" "LAYING" 8 -0.97193686 -0.96029385
"fBodyGyro-Y" "LAYING" 9 -0.96648951 -0.96522145
"fBodyGyro-Y" "LAYING" 10 -0.98801368 -0.99020092
"fBodyGyro-Y" "LAYING" 11 -0.99765124 -0.99750691
"fBodyGyro-Y" "LAYING" 12 -0.97402368 -0.97561523
"fBodyGyro-Y" "LAYING" 13 -0.97559112 -0.96993633
"fBodyGyro-Y" "LAYING" 14 -0.54541381 -0.44955212
"fBodyGyro-Y" "LAYING" 15 -0.97670369 -0.97615151
"fBodyGyro-Y" "LAYING" 16 -0.95109918 -0.93736392
"fBodyGyro-Y" "LAYING" 17 -0.99347147 -0.9869193
"fBodyGyro-Y" "LAYING" 18 -0.99717459 -0.99561601
"fBodyGyro-Y" "LAYING" 19 -0.96874029 -0.95887918
"fBodyGyro-Y" "LAYING" 20 -0.99036617 -0.98696739
"fBodyGyro-Y" "LAYING" 21 -0.96414106 -0.93459345
"fBodyGyro-Y" "LAYING" 22 -0.99856019 -0.99951648
"fBodyGyro-Y" "LAYING" 23 -0.96969723 -0.96371524
"fBodyGyro-Y" "LAYING" 24 -0.97810266 -0.96945513
"fBodyGyro-Y" "LAYING" 25 -0.98682433 -0.99138064
"fBodyGyro-Y" "LAYING" 26 -0.98064094 -0.97569025
"fBodyGyro-Y" "LAYING" 27 -0.98824166 -0.98328232
"fBodyGyro-Y" "LAYING" 28 -0.98442193 -0.9818072
"fBodyGyro-Y" "LAYING" 29 -0.9968157 -0.99631721
"fBodyGyro-Y" "LAYING" 30 -0.97606174 -0.97796127
"fBodyGyro-Y" "SITTING" 1 -0.99635927 -0.99687812
"fBodyGyro-Y" "SITTING" 2 -0.98633095 -0.98038803
"fBodyGyro-Y" "SITTING" 3 -0.97430656 -0.96880266
"fBodyGyro-Y" "SITTING" 4 -0.97472398 -0.96334784
"fBodyGyro-Y" "SITTING" 5 -0.98292181 -0.97740553
"fBodyGyro-Y" "SITTING" 6 -0.94052741 -0.93165491
"fBodyGyro-Y" "SITTING" 7 -0.98836657 -0.97762305
"fBodyGyro-Y" "SITTING" 8 -0.90741653 -0.88621196
"fBodyGyro-Y" "SITTING" 9 -0.94987454 -0.93448657
"fBodyGyro-Y" "SITTING" 10 -0.99641989 -0.9971057
"fBodyGyro-Y" "SITTING" 11 -0.96106767 -0.96893419
"fBodyGyro-Y" "SITTING" 12 -0.9815872 -0.97697769
"fBodyGyro-Y" "SITTING" 13 -0.99238559 -0.99099653
"fBodyGyro-Y" "SITTING" 14 -0.99652103 -0.99783206
"fBodyGyro-Y" "SITTING" 15 -0.98578425 -0.98801104
"fBodyGyro-Y" "SITTING" 16 -0.99198726 -0.98843733
"fBodyGyro-Y" "SITTING" 17 -0.99362946 -0.99166131
"fBodyGyro-Y" "SITTING" 18 -0.9971045 -0.99613102
"fBodyGyro-Y" "SITTING" 19 -0.99371188 -0.99105573
"fBodyGyro-Y" "SITTING" 20 -0.9735127 -0.9539689
"fBodyGyro-Y" "SITTING" 21 -0.98942556 -0.98867266
"fBodyGyro-Y" "SITTING" 22 -0.98119948 -0.98240141
"fBodyGyro-Y" "SITTING" 23 -0.95066973 -0.93437057
"fBodyGyro-Y" "SITTING" 24 -0.98503424 -0.98246932
"fBodyGyro-Y" "SITTING" 25 -0.94124607 -0.92493423
"fBodyGyro-Y" "SITTING" 26 -0.95869377 -0.92140868
"fBodyGyro-Y" "SITTING" 27 -0.99570803 -0.9965819
"fBodyGyro-Y" "SITTING" 28 -0.93704801 -0.92550003
"fBodyGyro-Y" "SITTING" 29 -0.96533774 -0.97084986
"fBodyGyro-Y" "SITTING" 30 -0.99443127 -0.993683
"fBodyGyro-Y" "STANDING" 1 -0.98394632 -0.98803013
"fBodyGyro-Y" "STANDING" 2 -0.96842407 -0.96355183
"fBodyGyro-Y" "STANDING" 3 -0.9471135 -0.94225602
"fBodyGyro-Y" "STANDING" 4 -0.97801844 -0.97468297
"fBodyGyro-Y" "STANDING" 5 -0.91975499 -0.86486646
"fBodyGyro-Y" "STANDING" 6 -0.96286977 -0.96834422
"fBodyGyro-Y" "STANDING" 7 -0.97382964 -0.96625008
"fBodyGyro-Y" "STANDING" 8 -0.9931661 -0.99520347
"fBodyGyro-Y" "STANDING" 9 -0.93135255 -0.94618376
"fBodyGyro-Y" "STANDING" 10 -0.94213665 -0.93441501
"fBodyGyro-Y" "STANDING" 11 -0.98678677 -0.98766781
"fBodyGyro-Y" "STANDING" 12 -0.95389755 -0.95549031
"fBodyGyro-Y" "STANDING" 13 -0.93025998 -0.93664602
"fBodyGyro-Y" "STANDING" 14 -0.98831831 -0.98723294
"fBodyGyro-Y" "STANDING" 15 -0.98822113 -0.98707638
"fBodyGyro-Y" "STANDING" 16 -0.99765957 -0.99812991
"fBodyGyro-Y" "STANDING" 17 -0.99519592 -0.99598407
"fBodyGyro-Y" "STANDING" 18 -0.97205568 -0.97328757
"fBodyGyro-Y" "STANDING" 19 -0.98865881 -0.98592927
"fBodyGyro-Y" "STANDING" 20 -0.94436028 -0.93297191
"fBodyGyro-Y" "STANDING" 21 -0.92798952 -0.91226297
"fBodyGyro-Y" "STANDING" 22 -0.96919831 -0.94677697
"fBodyGyro-Y" "STANDING" 23 -0.95329041 -0.9401979
"fBodyGyro-Y" "STANDING" 24 -0.98929961 -0.98808788
"fBodyGyro-Y" "STANDING" 25 -0.99052253 -0.98783908
"fBodyGyro-Y" "STANDING" 26 -0.97336636 -0.97329403
"fBodyGyro-Y" "STANDING" 27 -0.9931202 -0.99223927
"fBodyGyro-Y" "STANDING" 28 -0.93155829 -0.8911263
"fBodyGyro-Y" "STANDING" 29 -0.98013707 -0.9742857
"fBodyGyro-Y" "STANDING" 30 -0.95258123 -0.93918116
"fBodyGyro-Y" "WALKING" 1 -0.27825445 -0.15157752
"fBodyGyro-Y" "WALKING" 2 -0.58810127 -0.52298361
"fBodyGyro-Y" "WALKING" 3 -0.57211477 -0.62728504
"fBodyGyro-Y" "WALKING" 4 -0.67462149 -0.60966013
"fBodyGyro-Y" "WALKING" 5 -0.41210676 -0.41800367
"fBodyGyro-Y" "WALKING" 6 -0.37749072 -0.41245951
"fBodyGyro-Y" "WALKING" 7 -0.21266592 -0.34405431
"fBodyGyro-Y" "WALKING" 8 -0.29750932 -0.1019508
"fBodyGyro-Y" "WALKING" 9 -0.40458707 -0.40616374
"fBodyGyro-Y" "WALKING" 10 -0.31532332 -0.21235187
"fBodyGyro-Y" "WALKING" 11 -0.61326456 -0.50948125
"fBodyGyro-Y" "WALKING" 12 -0.57891125 -0.58006839
"fBodyGyro-Y" "WALKING" 13 -0.47667741 -0.45273209
"fBodyGyro-Y" "WALKING" 14 -0.18105161 0.15656763
"fBodyGyro-Y" "WALKING" 15 -0.65442039 -0.57706962
"fBodyGyro-Y" "WALKING" 16 -0.69042647 -0.71691575
"fBodyGyro-Y" "WALKING" 17 -0.29708869 -0.35460669
"fBodyGyro-Y" "WALKING" 18 -0.65345965 -0.46596043
"fBodyGyro-Y" "WALKING" 19 0.44455462 0.13833497
"fBodyGyro-Y" "WALKING" 20 0.1112854 0.28614322
"fBodyGyro-Y" "WALKING" 21 -0.2549626 -0.36282228
"fBodyGyro-Y" "WALKING" 22 -0.58175646 -0.51161459
"fBodyGyro-Y" "WALKING" 23 0.42448146 0.48237157
"fBodyGyro-Y" "WALKING" 24 -0.4702469 -0.4850653
"fBodyGyro-Y" "WALKING" 25 -0.67309386 -0.57460124
"fBodyGyro-Y" "WALKING" 26 -0.59983371 -0.60651021
"fBodyGyro-Y" "WALKING" 27 -0.4225988 -0.42807736
"fBodyGyro-Y" "WALKING" 28 -0.63918724 -0.55040743
"fBodyGyro-Y" "WALKING" 29 -0.42045937 -0.16126698
"fBodyGyro-Y" "WALKING" 30 -0.27799018 0.05614375
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 1 -0.28055829 -0.16305097
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 2 -0.63355229 -0.6159944
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 3 -0.4696105 -0.52753752
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 4 -0.60345305 -0.62076972
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 5 -0.44394012 -0.46239347
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 6 0.10038833 -0.082087314
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 7 -0.18042254 -0.31448184
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 8 0.16474664 0.059224194
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 9 -0.063347181 -0.12873298
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 10 -0.17354573 -0.32126181
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 11 -0.57739068 -0.48954044
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 12 -0.43284112 -0.50082537
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 13 -0.0061721481 -0.13426406
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 14 0.31680494 0.26901457
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 15 -0.2496717 -0.28613354
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 16 -0.42936908 -0.51519643
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 17 -0.48563353 -0.41701273
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 18 -0.65520155 -0.63765688
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 19 0.43092591 0.15483887
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 20 -0.16350138 -0.24841563
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 21 -0.42358655 -0.4778586
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 22 -0.53042493 -0.58476331
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 23 0.61839075 0.56902795
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 24 -0.37570066 -0.52398865
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 25 -0.67621311 -0.54343135
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 26 -0.48003098 -0.52656957
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 27 -0.19550191 -0.46436621
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 28 -0.29564643 -0.2993926
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 29 -0.45389405 -0.36334656
"fBodyGyro-Y" "WALKING_DOWNSTAIRS" 30 -0.34324218 -0.46614929
"fBodyGyro-Y" "WALKING_UPSTAIRS" 1 -0.42008318 0.10955176
"fBodyGyro-Y" "WALKING_UPSTAIRS" 2 -0.55081699 -0.53740207
"fBodyGyro-Y" "WALKING_UPSTAIRS" 3 -0.63729191 -0.5421183
"fBodyGyro-Y" "WALKING_UPSTAIRS" 4 -0.70317136 -0.4045557
"fBodyGyro-Y" "WALKING_UPSTAIRS" 5 -0.53311522 -0.36847618
"fBodyGyro-Y" "WALKING_UPSTAIRS" 6 -0.33837692 -0.25769211
"fBodyGyro-Y" "WALKING_UPSTAIRS" 7 -0.58266939 -0.55128021
"fBodyGyro-Y" "WALKING_UPSTAIRS" 8 0.10113435 0.14658517
"fBodyGyro-Y" "WALKING_UPSTAIRS" 9 -0.28434197 -0.11196526
"fBodyGyro-Y" "WALKING_UPSTAIRS" 10 -0.21581751 0.10715108
"fBodyGyro-Y" "WALKING_UPSTAIRS" 11 -0.48763014 -0.11166537
"fBodyGyro-Y" "WALKING_UPSTAIRS" 12 -0.63006257 -0.42035602
"fBodyGyro-Y" "WALKING_UPSTAIRS" 13 -0.29987036 -0.21978689
"fBodyGyro-Y" "WALKING_UPSTAIRS" 14 0.00013507425 0.57960417
"fBodyGyro-Y" "WALKING_UPSTAIRS" 15 -0.62552106 -0.50944907
"fBodyGyro-Y" "WALKING_UPSTAIRS" 16 -0.68832864 -0.6948811
"fBodyGyro-Y" "WALKING_UPSTAIRS" 17 -0.70634002 -0.56382559
"fBodyGyro-Y" "WALKING_UPSTAIRS" 18 -0.69275567 -0.36967743
"fBodyGyro-Y" "WALKING_UPSTAIRS" 19 -0.067394689 -0.077099251
"fBodyGyro-Y" "WALKING_UPSTAIRS" 20 -0.12142834 0.1255102
"fBodyGyro-Y" "WALKING_UPSTAIRS" 21 -0.41512594 -0.39012105
"fBodyGyro-Y" "WALKING_UPSTAIRS" 22 -0.55554067 -0.58609051
"fBodyGyro-Y" "WALKING_UPSTAIRS" 23 -0.32211404 -0.32906849
"fBodyGyro-Y" "WALKING_UPSTAIRS" 24 -0.51149014 -0.51015919
"fBodyGyro-Y" "WALKING_UPSTAIRS" 25 -0.58875138 -0.22780508
"fBodyGyro-Y" "WALKING_UPSTAIRS" 26 -0.64406373 -0.61241232
"fBodyGyro-Y" "WALKING_UPSTAIRS" 27 -0.53608582 -0.59239069
"fBodyGyro-Y" "WALKING_UPSTAIRS" 28 -0.53348872 -0.47579157
"fBodyGyro-Y" "WALKING_UPSTAIRS" 29 -0.40969231 0.24412265
"fBodyGyro-Y" "WALKING_UPSTAIRS" 30 -0.28751198 0.16638311
"fBodyGyro-Z" "LAYING" 1 -0.91457516 -0.93345625
